"NPMin5","NPMin2","NPPeak","NP2","NP5","RMin5","RMin2","RPeak","R2","R5","CUEMin5","CUEMin2","CUEPeak","CUE2","CUE5","TpkNP","TpkR","TpkNP_SD","TpkR_SD","TpkRealNP","TpkRealR","ENP","ER","B0R","B0NP","ID_R","ID_NP","B0_NP_MeanT","B0_R_MeanT","B0_NP_MinT","B0_R_MinT","V32","c","E","MP"
"Inf","Inf","Inf",NA,NA,"Inf","Inf","Inf",NA,NA,"NaN","NaN","NaN",NA,NA,"43.892719799587","36.494648561904","1336.60570654763","32.0262806243831","33.938515","33.981636",2.29443225766004,0.369284934788547,"18.9450277681778","37.9209317167127","MTD3410","MTD3409","218.403941156686","37.0071951268213",116.36306570273,24.6062659190054,"Aq",4.72900138874194,0.160948284071442,NA
"1.54875908743349","1.6355766339885","1.73180093751582",NA,NA,"1.45000766587736e+113","3.68464245439979e+131","3.80434141427043e+153",NA,NA,"0","0","0",NA,NA,"34.303309131432","76.85","403566.028241889","185652567.057305","35","35",0.384808210410255,0.493533298617216,"7.16701589880814e-05","1.59901060322338e-07","MTD3450","MTD3449","3.11417914320005e-07","0.000168509655721315",2.10214281318248e-07,0.000101793135230416,"Aq",0.00206511255245664,1.28254357694459,NA
"1.05054723137871","1.06030104620487","1.07044824991713",NA,NA,"1.01063040995392","1.01343176930506","1.0170675650393",NA,NA,"0.509683013395921","0.511300702903785","0.512785695920331",NA,NA,"33.508976096671","34.392687814636","60008.7130587686","414380.379795778","29.946997","34.964664",0.559898174887701,0.757795801683854,"1.56466338292514e-09","1.20177790874435e-08","MTD3479","MTD3474","3.1677581722358e-08","5.80934100829572e-09",1.78934764432196e-08,2.68159390143862e-09,"Aq",6.67270179635332,1.35345288781455,NA
"1.0705895967031","1.07218249826973","1.07358370639027","1.03815542237","1.02521228355564","1.07220186476857","1.07546981378246","1.0781485483914","1.08014326983725","1.08036623370018","0.499623792586805","0.499234672322358","0.498939263472258","0.490089252374625","0.486902898730078","36.938406409402","76.85","14417.689695875","2499.70471551898","32.7503400000001","39.636562",0.0729784823491924,1.08307111689545,"1.51453687883691e-08","5.49873285348687e-08","MTD3500","MTD3499","6.03926740567909e-08","3.91681404676162e-08",5.27762804285362e-08,8.98908332152514e-09,"Aq",5.87115265715235,14.8409652000311,NA
"1.1111840435334","1.11380386503003","1.11502692565833","1.11247734481995","1.10150980049766","1.08931414308681","1.09256309425755","1.09459401668837","1.09584205678041","1.09660122488663","0.504969306627826","0.504813517235442","0.504623623124304","0.503766504072619","0.501116544058591","30.234266872941","52.879088777174","1.46300418383941","984.848247052221","26.218235","40.034966",0.0889823188358929,1.60506444625872,"2.50257726645703e-08","8.765727781228e-08","MTD3524","MTD3526","9.82899978173178e-08","6.94833998230277e-08",8.35197708190206e-08,1.23895847603585e-08,"Aq",6.74112752238872,18.0380154985496,NA
"10875.5232571234","273257.847277677","3069495.81989495","7103.55130821625","5.93028272012889","3.57461324156994e+236","1.32320283518159e+281","Inf","Inf","Inf","0","0","NaN","NaN","NaN","34.632553348693","76.85","0.208199952162922","1355468924.67913","35.82272","41.761257",0.984452712564926,0.446148076259496,"0.000204658645061502","6.78436971752778e-07","MTD3556","MTD3552","6.58256698298302e-06","0.000573187253097654",2.07671104126812e-06,0.000339798858144328,"Aq",0.00611158922843127,0.453194013856782,NA
"152.221959762728","351.629865367802","523.934883676811","299.227315912209","66.7827079072086","Inf","Inf","Inf","Inf","Inf","NaN","NaN","NaN","NaN","NaN","31.050409155716","76.85","0.742594943758189","6873.6554338743","30.123869","41.89951",0.668362202952281,0.877921885969934,"0.00042784878094131","1.20191948198018e-06","MTD3564","MTD3560","3.38278565381021e-06","0.00101529063225358",1.49693504194915e-06,0.000531321409383973,"Aq",0.00281738137314047,1.31354209153658,NA
"68.3302561343665","302.228625275274","564.410404611889","303.765284486351","85.4779664905715","Inf","Inf","Inf","Inf","Inf","NaN","NaN","NaN","NaN","NaN","31.731302684055","76.85","2.35784272201229","8793941.79789787","30.051064","41.89734",1.66887745184087,0.436512935205791,"0.000262841258514343","1.09352323542399e-07","MTD3565","MTD3561","2.65304923789876e-06","0.00061585159751991",1.90867106057476e-07,0.000304091923592799,"Aq",0.000627662529811416,0.26156080826923,NA
"Inf","Inf","Inf","Inf","Inf","2.57728277284086e+290","Inf","Inf","Inf","Inf","1","NaN","NaN","NaN","NaN","26.2240601752","76.85","1.05953904967401","1548276450.17495","25","35",0.428449001726645,0.283225832495894,"0.000429894601015968","0.0017243415452487","MTD3613","MTD3612","0.00233754817388061","0.000525785920090609",0.00125774269722159,0.000348956387223358,"Aq",3.60429768094928,0.661049112857065,NA
"1.0141374272782e+20","5.32563827792387e+22","5.79204031910534e+25",NA,NA,"210884559407601952","6793003479328075776","693013595.861612",NA,NA,"0.99792486757357","0.999872463416244","1",NA,NA,"76.85","28.85403667186","903870523.284467","3392.35248419501","30","25",0.399154295604663,0.278289521476675,"2.1768605150272e-05","1.9323765314775e-05","MTD3720","MTD3723","2.94687768540251e-05","2.92150276863338e-05",1.44019322679372e-05,1.77344882352715e-05,"Aq",0.812086149703136,0.697197861932327,NA
"1.7437446232894e+29","5.55963013189682e+34","8.98339053017269e+36","1.07221959836392e+35","1.46428563393367e+30","952687095216.672","222462616541956","7513197920859163","36700357432524152","41839875484978384","1","1","1","1","0.999999999999971","15.323463607814","19.225084003826","1.20507628036616","4.19520252481913","15","20",1.03244886136492,1.50262399721697,"2.68170820031726e-05","6.55026040949477e-05","MTD3735","MTD3725","4.99860995749664e-05","2.01339529113653e-05",1.71087958874724e-05,5.24387602971705e-06,"Aq",3.26262401904943,1.45539798962098,NA
"2.15963669450946e+38","8.50938465215855e+41","6.86627378022497e+43","3.6127860273646e+39","2.54026073980405e+25","725757176653716","17689336712005564416","1.35515948154857e+23","1.95125836737934e+25","1.0014035426297e+25","1","1","1","0.999999999999995","0.717250574088416","16.125898476","19.602713481003","0.755753751955917","0.65589217250744","15","20",0.29559356700435,1.0303658737122,"2.95368797009656e-05","8.40072911513079e-05","MTD3737","MTD3726","7.55475867254623e-05","2.11964120744379e-05",5.40425307745711e-05,6.85855717690271e-06,"Aq",7.87957720270496,3.48575202144719,NA
"2.85506688894188e+67","1.70970380293387e+70","1.15369969565025e+71","2.25759062791258e+70","3.61569665998748e+68","1029399118093214080","4.5936488944226e+22","4.28111675333575e+25","4.22940762415279e+25","7.40042353123822e+22","1","1","1","1","1","18.377280139478","19.630977803064","0.236916120728602","0.45897611268711","20","20",0.936928758198882,1.10252707477871,"2.67858349225397e-05","0.000138308501443009","MTD3739","MTD3729","0.000120764715883106","1.85170217398092e-05",6.15469234351838e-05,5.44270532807771e-06,"Aq",11.3081491143158,1.17674589997447,NA
"6.10514654990992e+24","2.85877810760751e+27","7.11618378196455e+28","1.99495858429999e+26","4.4009945381258e+19","7953913187029.23","270574242996453","3866774358783702","25916935364912408","80910711456486048","0.999999999998697","0.999999999999905","0.999999999999946","0.999999999870088","0.998164909493108","21.268747554657","76.334833913019","0.987027449231894","333730.147569688","20","25",0.365028976671915,1.34370907730844,"1.7778854109439e-05","4.15378069355453e-05","MTD3742","MTD3733","4.15378069355453e-05","1.7778854109439e-05",2.40322122536507e-05,3.75382514071045e-06,"Aq",6.40205959329857,3.68110249646333,NA
"4.18906360652834e+280","5.84042658284478e+305","Inf",NA,NA,"3.84645488429526e+77","9.08255741777971e+99","1.97200623383494e+36",NA,NA,"1","1","1",NA,NA,"37.714458259404","34.2878915732121","131.990786419852","102382.783389655","30","35",0.592017607195492,0.67412238276604,"2.96068503169778e-05","0.00024356831814319","MTD3747","MTD3750","0.000484652924832933","7.59569349239661e-05",0.00024356831814319,2.96068503169778e-05,"Aq",8.22675548177166,1.13868637448047,NA
"1.04168506462054","1.04367049658711","1.04439508521251","1.04369182836949","1.0426432020085","1.0196897494914","1.02145500540465","1.02268935862668","1.0235169279946","1.02385829172051","0.505335108146895","0.50537872665875","0.505250324110009","0.504879744320156","0.504545099615217","26.967200879232","70.302205887537","1.57748313544598","31547.3732029749","25","30",0.431537027674393,1.48320088641669,"5.9536887467819e-09","2.45148046655456e-08","MTD3755","MTD3753","3.53518363502287e-08","1.49221981293689e-08",1.82527901251474e-08,2.37725637201322e-09,"Aq",7.67809073519896,3.43701882179113,NA
"Inf","Inf","Inf","Inf","Inf","2.6120621215398e+62","1.13842230707911e+82","1.40323773979659e+112","5.75822243411536e+159","9.67567023411162e+238","1","1","1","1","1","24.183534013619","76.85","2.32538761616665","306.307673349797","25","35",2.06206189069664,0.281070601197379,"5.74254916730241e-05","0.000799637367893466","MTD3931","MTD3926","0.00170282774977978","0.00010273983544328",0.000799637367893466,5.74254916730241e-05,"Aq",13.9247805216285,0.136305608704316,NA
"Inf","Inf","Inf","Inf","Inf","2.16953636731151e+54","1.23080773655975e+71","4.72837461917304e+95","7.78889739803208e+131","3.11995884010655e+185","1","1","1","1","1","25.115043414031","76.85","1.67509669729336","341.666158451953","25","35",1.92153273857137,0.337571008410195,"4.43262423638278e-05","0.000181391811957579","MTD3932","MTD3929","0.00069830065537803","8.08745334164352e-05",0.000181391811957579,4.43262423638278e-05,"Aq",4.09219916429467,0.175677989572623,NA
"1.70371399047383","1.84545093988546","1.9359269299045","1.71184347311955","1.25875226017111","1.20520664636264","1.22615145862142","1.24029857728475","1.24612940594957","1.24359326348606","0.585685965061826","0.600810489268579","0.609505504417936","0.578721828463238","0.503028957540383","31.518561881157","37.422871848201","0.566890380110386","3.47682095226865","25.06","34.988",0.467687817358709,0.651269396717601,"4.97817399624999e-08","1.8614508528795e-07","MTD4030","MTD4032","2.10214753674281e-07","5.84570272874641e-08",8.97919407339541e-08,1.84359359023705e-08,"Aq",4.87048453680123,1.39253017193323,NA
"1.63244400231867","1.71151269856048","1.7763456510847","1.30121753494568","1.0088409191508","1.15423158501017","1.16917701245719","1.17382184691284","1.16514584984309","1.14482219751432","0.585803388719332","0.594132957817193","0.60211688058065","0.527585490025885","0.468430234675216","32.444479497889","34.7180580447611","0.349096287247212","1.64097177805033","29.946","35.136",0.292896335579151,0.58548775642259,"3.5260168566002e-08","2.43380328573392e-07","MTD4031","MTD4033","2.42299285297524e-07","3.4949349944066e-08",1.56865448369331e-07,1.46777036805449e-08,"Aq",10.6873290116392,1.99895896705191,NA
"1.05261546747104","1.065108803577","1.07923664007795",NA,NA,"1.00523463949008","1.00635197737649","1.00770020033239",NA,NA,"0.511512215544922","0.514182461657195","0.51713910032167",NA,NA,"29.062872587434","29.432674071157","1157258.65993904","1189128.34493534","25","30",0.655164036988122,0.610294423969353,"1.59506026821848e-09","1.4357997466973e-08","MTD2118","MTD2117","2.87018732437939e-08","3.04082715321784e-09",1.4357997466973e-08,1.59506026821848e-09,"Aq",9.00153916002774,0.931513925542921,NA
