"","id","id_spp","id_process","E_sch","E_SE_sch","lnB0_sch","lnB0_SE_sch","lnB0Bug","E_D_sch","E_D_SE_sch","T_h_sch","T_h_SE_sch","T_pk_sch","P_pk_sch","P_pkBug","AIC_sch","r_sq_sch","AftPk","BefPk","MinVal","B0_renorm10"
"59","MTD3229","Populus tremuloides","net photosynthesis",0.166746826073765,0.0450256332119689,-15.5651135389873,1.77594245523677,FALSE,3.45002218748231,580426.028914264,350,67968888.9983298,303.15,-21.9461722103245,FALSE,-20.5033520475863,0.985338471102737,0,4,NA,1.87565776881689e-10
"60","MTD3230","Populus tremuloides","net photosynthesis",1.31200427619026,113.439526575328,33.0646381245803,4621.67885557037,FALSE,1.31678232338437,111.145280892639,306.830652165866,1505.95387274536,303.15,-22.1605238218747,FALSE,-3.49041463770865,0.0512013329771618,0,4,NA,1.9629575501966e-10
"61","MTD3231","Betula papyrifera","net photosynthesis",0.0417997531812518,0.278607075109569,-20.3613051485604,10.9890765020405,FALSE,3.4206857698637,3560987.13170896,350,420575680.353316,303.15,-21.9608958801093,FALSE,-2.27764567748551,0.105497194408442,0,4,NA,2.59080763432189e-10
"62","MTD3232","Betula papyrifera","net photosynthesis",0.867014295304217,95013.0673077219,21.5671917329859,3933497.70109728,FALSE,0.907870252166685,95007.0122141638,250,3473122.83995911,291.15,-21.9885698395111,FALSE,-1.27350329993112,0.0804072184718955,2,2,NA,2.95369820776044e-10
"63","MTD3233","Larix laricina","net photosynthesis",0.0490237771116147,0.18589141813636,-21.5224547792,7.33210038942485,FALSE,42.6511321115313,33020023.2835299,302.495106289395,362582.800963963,300.15,-23.4172450946176,FALSE,-6.32401818164841,0.166138691389372,1,3,NA,6.03411924516666e-11
"64","MTD3234","Larix laricina","net photosynthesis",0.160833869865622,0.215296741010891,-16.9247279930803,8.49193215874439,FALSE,47.6932525566839,42913301.9863841,302.472953610512,458547.530045356,300.15,-23.1410270333457,FALSE,-4.85551065824811,0.601690394398768,1,3,NA,6.13610118793873e-11
"65","MTD3235","Pinus banksiana","net photosynthesis",1.02378111872884,195237.52384468,27.0206116930163,7994118.17810786,FALSE,1.11920198206247,195232.549235358,250.000200863954,6050533.99597212,291.15,-23.4854318583526,FALSE,5.92421338285603,0.145556788058836,4,0,NA,7.03060898542574e-11
"66","MTD3236","Pinus banksiana","net photosynthesis",0.203882529011112,0.937148701885045,-15.3572533513569,37.2478118743122,FALSE,3.31364326493062,31.5634523972758,300.155125321558,10.6631204143794,300.15,-23.3007698514752,FALSE,2.29949430122369,0.24429219729621,2,2,NA,5.04243576418112e-11
"67","MTD3237","Picea mariana","net photosynthesis",0.545683565202091,1.66151314455696,-1.65277683217146,67.3802523192588,FALSE,1.42318798000163,1.02356717443564,297.013711975517,2.90759177068193,297.15,-23.4500411322708,FALSE,-9.87958170003669,0.752163702038443,2,2,NA,3.59088041668866e-11
"68","MTD3238","Picea mariana","net photosynthesis",0.0752047747722785,0.218759915347273,-20.285198106585,8.62852996715576,FALSE,45.249370527785,15122058.23235,302.007966458226,322060.603458328,300.15,-23.1918954032338,FALSE,-4.69591496498605,0.936134844910757,1,3,NA,7.11372415682181e-11
"69","MTD3240","Glycine max","gross photosynthesis",0.849295413574282,0.168658601335379,23.4129462350695,6.78833008801404,FALSE,1.49153731932647,0.310392949061085,308.108854980003,1.05709326149244,308.15,-9.40736627977361,FALSE,-21.0169983234596,0.930447562313289,4,14,NA,1.12760993771301e-05
"70","MTD3242","Quercus canariensis","net photosynthesis",0.485254172384663,0.071453743591865,8.27906536670217,2.93188242776607,FALSE,1.35805511595935,0.118856944164265,298.170815495625,0.584528064595913,298.15,-11.0428154017478,FALSE,-22.6100161469512,0.992279796488972,2,3,NA,8.84713119750288e-06
"71","MTD3243","Sphagnum squarrosum","net photosynthesis",0.578874885084324,0.0437014212326029,15.7868941361116,1.83817348701316,FALSE,1.09794403721418,0.0243317328795745,293.802070450228,0.290406010150431,293.053212,-7.82097217159223,FALSE,-35.9134680948723,0.997841978990542,3,3,NA,0.00029526886380574
